msg_published_time msg_received_time uint8_data_size.bytes
1738849158.227 1738849159.554 177466
1738849158.560 1738849159.585 177227
1738849158.594 1738849159.617 176983
1738849158.660 1738849159.652 177727
1738849158.994 1738849160.757 177415
1738849159.727 1738849160.764 177153
1738849159.760 1738849160.788 177015
1738849160.127 1738849161.164 177079
1738849161.427 1738849162.461 177074
1738849161.460 1738849162.667 177714
1738849162.127 1738849163.481 177516
1738849162.194 1738849163.655 177129
1738849162.360 1738849164.817 177028
1738849163.727 1738849164.858 177377
1738849163.894 1738849165.070 177610
1738849163.927 1738849165.106 177521
1738849164.127 1738849165.324 176875
1738849164.294 1738849165.418 177077
1738849164.360 1738849165.473 176841
1738849164.460 1738849165.507 177351
1738849164.494 1738849165.531 177047
1738849164.560 1738849165.587 177371
1738849164.594 1738849165.630 177733
1738849164.627 1738849165.645 177360
1738849164.760 1738849166.240 177294
1738849164.994 1738849166.722 176990
1738849165.760 1738849166.928 176881
1738849166.094 1738849167.078 177307
1738849166.160 1738849167.099 177074
1738849166.194 1738849167.228 177565
1738849166.360 1738849168.339 177345
1738849166.394 1738849168.370 177068
1738849166.494 1738849168.451 177321
1738849167.694 1738849170.256 177170
1738849169.827 1738849170.877 177315
1738849170.260 1738849171.844 177445
1738849171.227 1738849172.396 177506
1738849171.494 1738849172.688 176812
1738849171.527 1738849173.179 177203
1738849172.327 1738849173.742 176860
1738849173.160 1738849174.200 177132
1738849173.560 1738849175.298 176951
1738849174.260 1738849175.382 177170
1738849174.494 1738849175.674 177058
1738849174.827 1738849177.734 176732
1738849176.627 1738849177.735 176653
1738849176.827 1738849177.849 176783
1738849177.094 1738849178.341 176588
1738849177.394 1738849178.538 176627
